code,label,original_label,repo,pr_number
"diff --git a/tokio/src/sync/semaphore.rs b/tokio/src/sync/semaphore.rs
index a2b4074590b..a952729b563 100644
--- a/tokio/src/sync/semaphore.rs
+++ b/tokio/src/sync/semaphore.rs
@@ -990,6 +990,27 @@ impl<'a> SemaphorePermit<'a> {
         self.permits += other.permits;
         other.permits = 0;
     }
+
+    /// Splits `n` permits from `self` and returns a new [`SemaphorePermit`] instance that holds `n` permits.
+    ///
+    /// If there are insufficient permits and it's not possible to reduce by `n`, returns `None`.
+    pub fn split(&mut self, n: u32) -> Option<Self> {
+        if n > self.permits {
+            return None;
+        }
+
+        self.permits -= n;
+
+        Some(Self {
+            sem: self.sem,
+            permits: n,
+        })
+    }
+
+    /// Returns the number of permits held by `self`.
+    pub fn num_permits(&self) -> u32 {
+        self.permits
+    }
 }
 
 impl OwnedSemaphorePermit {
@@ -1019,10 +1040,35 @@ impl OwnedSemaphorePermit {
         other.permits = 0;
     }
 
+    /// Splits `n` permits from `self` and returns a new [`OwnedSemaphorePermit`] instance that holds `n` permits.
+    ///
+    /// If there are insufficient permits and it's not possible to reduce by `n`, returns `None`.
+    ///
+    /// # Note
+    ///
+    /// It will clone the owned `Arc<Semaphore>` to construct the new instance.
+    pub fn split(&mut self, n: u32) -> Option<Self> {
+        if n > self.permits {
+            return None;
+        }
+
+        self.permits -= n;
+
+        Some(Self {
+            sem: self.sem.clone(),
+            permits: n,
+        })
+    }
+
     /// Returns the [`Semaphore`] from which this permit was acquired.
     pub fn semaphore(&self) -> &Arc<Semaphore> {
         &self.sem
     }
+
+    /// Returns the number of permits held by `self`.
+    pub fn num_permits(&self) -> u32 {
+        self.permits
+    }
 }
 
 impl Drop for SemaphorePermit<'_> {
diff --git a/tokio/tests/sync_semaphore.rs b/tokio/tests/sync_sem",ok,APPROVE,tokio-rs/tokio,6472
"diff --git a/tokio/src/sync/semaphore.rs b/tokio/src/sync/semaphore.rs
index a2b4074590b..7d23de3528e 100644
--- a/tokio/src/sync/semaphore.rs
+++ b/tokio/src/sync/semaphore.rs
@@ -990,6 +990,24 @@ impl<'a> SemaphorePermit<'a> {
         self.permits += other.permits;
         other.permits = 0;
     }
+
+    /// Detaches `n` permits from `self` and returns a new [`SemaphorePermit`] instance that holds `n` permits.
+    ///
+    /// It guarantees at least one permit held by both `self` and the new instance.
+    ///
+    /// If there are insufficient permits and it's not possible to reduce by `n`, returns `None`.
+    pub fn detach(&mut self, n: u32) -> Option<Self> {
+        if n == 0 || n >= self.permits {
+            return None;
+        }
+
+        self.permits -= n;
+
+        Some(Self {
+            sem: self.sem,
+            permits: n,
+        })
+    }
 }
 
 impl OwnedSemaphorePermit {
@@ -1019,6 +1037,28 @@ impl OwnedSemaphorePermit {
         other.permits = 0;
     }
 
+    /// Detaches `n` permits from `self` and returns a new [`OwnedSemaphorePermit`] instance that holds `n` permits.
+    ///
+    /// It guarantees at least one permit held by both `self` and the new instance.
+    ///
+    /// If there are insufficient permits and it's not possible to reduce by `n`, returns `None`.
+    ///
+    /// # Note
+    ///
+    /// It will clone the owned `Arc<Semaphore>` to construct the new instance.
+    pub fn detach(&mut self, n: u32) -> Option<Self> {
+        if n == 0 || n >= self.permits {
+            return None;
+        }
+
+        self.permits -= n;
+
+        Some(Self {
+            sem: self.sem.clone(),
+            permits: n,
+        })
+    }
+
     /// Returns the [`Semaphore`] from which this permit was acquired.
     pub fn semaphore(&self) -> &Arc<Semaphore> {
         &self.sem
diff --git a/tokio/tests/sync_semaphore.rs b/tokio/tests/sync_semaphore.rs
index 40a5a0802a6..6a8b86cd990 100644
--- a/tokio/tests/sync_semaphore.rs
++",bug,REQUEST_CHANGES,tokio-rs/tokio,6472
"diff --git a/tokio/src/io/util/copy.rs b/tokio/src/io/util/copy.rs
index 47f8d4ebec6..4fcec907578 100644
--- a/tokio/src/io/util/copy.rs
+++ b/tokio/src/io/util/copy.rs
@@ -96,12 +96,9 @@ impl CopyBuffer {
         // Keep track of task budget
         let coop = ready!(crate::runtime::coop::poll_proceed(cx));
         loop {
-            // If our buffer is empty, then we need to read some data to
-            // continue.
-            if self.pos == self.cap && !self.read_done {
-                self.pos = 0;
-                self.cap = 0;
-
+            // If there is some space left in our buffer, then we try to read some
+            // data to continue, thus maximizing the chances of a large write.
+            if self.cap < self.buf.len() && !self.read_done {
                 match self.poll_fill_buf(cx, reader.as_mut()) {
                     Poll::Ready(Ok(())) => {
                         #[cfg(any(
@@ -131,25 +128,29 @@ impl CopyBuffer {
                         return Poll::Ready(Err(err));
                     }
                     Poll::Pending => {
-                        // Try flushing when the reader has no progress to avoid deadlock
-                        // when the reader depends on buffered writer.
-                        if self.need_flush {
-                            ready!(writer.as_mut().poll_flush(cx))?;
-                            #[cfg(any(
-                                feature = ""fs"",
-                                feature = ""io-std"",
-                                feature = ""net"",
-                                feature = ""process"",
-                                feature = ""rt"",
-                                feature = ""signal"",
-                                feature = ""sync"",
-                                feature = ""time"",
-                            ))]
-                            coop.made_progress();
-                            self.need_flush = false;
-                        }
+                       ",ok,APPROVE,tokio-rs/tokio,6532
"diff --git a/tokio/src/io/util/copy.rs b/tokio/src/io/util/copy.rs
index 47f8d4ebec6..d94dc715d77 100644
--- a/tokio/src/io/util/copy.rs
+++ b/tokio/src/io/util/copy.rs
@@ -7,6 +7,7 @@ use std::task::{Context, Poll};
 
 #[derive(Debug)]
 pub(super) struct CopyBuffer {
+    flush_in_progress: bool,
     read_done: bool,
     need_flush: bool,
     pos: usize,
@@ -18,6 +19,7 @@ pub(super) struct CopyBuffer {
 impl CopyBuffer {
     pub(super) fn new(buf_size: usize) -> Self {
         Self {
+            flush_in_progress: false,
             read_done: false,
             need_flush: false,
             pos: 0,
@@ -96,11 +98,19 @@ impl CopyBuffer {
         // Keep track of task budget
         let coop = ready!(crate::runtime::coop::poll_proceed(cx));
         loop {
-            // If our buffer is empty, then we need to read some data to
-            // continue.
-            if self.pos == self.cap && !self.read_done {
-                self.pos = 0;
-                self.cap = 0;
+            // Keep track of the read future status
+            let mut is_read_pending = false;
+
+            let is_buffer_empty = self.pos == self.cap;
+            let is_buffer_not_full = self.cap < self.buf.len();
+
+            // If our buffer is empty or not full yet, then we try to read some
+            // data to continue.
+            if (is_buffer_empty || is_buffer_not_full) && !self.read_done {
+                if is_buffer_empty {
+                    self.pos = 0;
+                    self.cap = 0;
+                }
 
                 match self.poll_fill_buf(cx, reader.as_mut()) {
                     Poll::Ready(Ok(())) => {
@@ -131,29 +141,40 @@ impl CopyBuffer {
                         return Poll::Ready(Err(err));
                     }
                     Poll::Pending => {
-                        // Try flushing when the reader has no progress to avoid deadlock
-                        // when the reader depends on buffered writer.
-                       ",style,REQUEST_CHANGES,tokio-rs/tokio,6532
"diff --git a/tokio/src/sync/oneshot.rs b/tokio/src/sync/oneshot.rs
index 9e8c3fcb7f7..ab29b3e3edd 100644
--- a/tokio/src/sync/oneshot.rs
+++ b/tokio/src/sync/oneshot.rs
@@ -1072,7 +1072,14 @@ impl<T> Receiver<T> {
 impl<T> Drop for Receiver<T> {
     fn drop(&mut self) {
         if let Some(inner) = self.inner.as_ref() {
-            inner.close();
+            let state = inner.close();
+
+            if state.is_complete() {
+                // SAFETY: we have ensured that the `VALUE_SENT` bit has been set,
+                // so only the receiver can access the value.
+                drop(unsafe { inner.consume_value() });
+            }
+
             #[cfg(all(tokio_unstable, feature = ""tracing""))]
             self.resource_span.in_scope(|| {
                 tracing::trace!(
@@ -1202,7 +1209,7 @@ impl<T> Inner<T> {
     }
 
     /// Called by `Receiver` to indicate that the value will never be received.
-    fn close(&self) {
+    fn close(&self) -> State {
         let prev = State::set_closed(&self.state);
 
         if prev.is_tx_task_set() && !prev.is_complete() {
@@ -1210,6 +1217,8 @@ impl<T> Inner<T> {
                 self.tx_task.with_task(Waker::wake_by_ref);
             }
         }
+
+        prev
     }
 
     /// Consumes the value. This function does not check `state`.
@@ -1248,6 +1257,15 @@ impl<T> Drop for Inner<T> {
                 self.tx_task.drop_task();
             }
         }
+
+        // SAFETY: we have `&mut self`, and therefore we have
+        // exclusive access to the value.
+        unsafe {
+            // Note: the assertion holds because if the value has been sent by sender,
+            // we must ensure that the value must have been consumed by the receiver before
+            // dropping the `Inner`.
+            debug_assert!(self.consume_value().is_none());
+        }
     }
 }
 
diff --git a/tokio/src/sync/tests/loom_oneshot.rs b/tokio/src/sync/tests/loom_oneshot.rs
index c5f79720794..717edcfd2a3 100644
--- a/tokio",ok,APPROVE,tokio-rs/tokio,6558
"diff --git a/tokio/src/sync/oneshot.rs b/tokio/src/sync/oneshot.rs
index 9e8c3fcb7f7..f954811f0ab 100644
--- a/tokio/src/sync/oneshot.rs
+++ b/tokio/src/sync/oneshot.rs
@@ -1072,7 +1072,16 @@ impl<T> Receiver<T> {
 impl<T> Drop for Receiver<T> {
     fn drop(&mut self) {
         if let Some(inner) = self.inner.as_ref() {
-            inner.close();
+            let state = inner.close();
+
+            if state.is_complete() {
+                drop(unsafe {
+                    // SAFETY: we have ensured that the `VALUE_SENT` bit has been set,
+                    // so only the receiver can access the value.
+                    inner.consume_value()
+                });
+            }
+
             #[cfg(all(tokio_unstable, feature = ""tracing""))]
             self.resource_span.in_scope(|| {
                 tracing::trace!(
@@ -1202,7 +1211,7 @@ impl<T> Inner<T> {
     }
 
     /// Called by `Receiver` to indicate that the value will never be received.
-    fn close(&self) {
+    fn close(&self) -> State {
         let prev = State::set_closed(&self.state);
 
         if prev.is_tx_task_set() && !prev.is_complete() {
@@ -1210,6 +1219,8 @@ impl<T> Inner<T> {
                 self.tx_task.with_task(Waker::wake_by_ref);
             }
         }
+
+        prev
     }
 
     /// Consumes the value. This function does not check `state`.
@@ -1248,6 +1259,16 @@ impl<T> Drop for Inner<T> {
                 self.tx_task.drop_task();
             }
         }
+
+        unsafe {
+            // SAFETY: we have `&mut self`, and therefore we have
+            // exclusive access to the value.
+            //
+            // Note: the assertion holds because if the value has been sent by sender,
+            // we must ensure that the value must have been consumed by the receiver before
+            // dropping the `Inner`.
+            debug_assert!(self.consume_value().is_none());
+        }
     }
 }
 
diff --git a/tokio/src/sync/tests/loom_oneshot.rs b/tokio/src/sync/t",performance,REQUEST_CHANGES,tokio-rs/tokio,6558
"diff --git a/tokio/Cargo.toml b/tokio/Cargo.toml
index 4101d250df1..de566d02efc 100644
--- a/tokio/Cargo.toml
+++ b/tokio/Cargo.toml
@@ -92,7 +92,7 @@ pin-project-lite = ""0.2.11""
 
 # Everything else is optional...
 bytes = { version = ""1.0.0"", optional = true }
-mio = { version = ""0.8.9"", optional = true, default-features = false }
+mio = { version = ""1.0.1"", optional = true, default-features = false }
 parking_lot = { version = ""0.12.0"", optional = true }
 
 [target.'cfg(not(target_family = ""wasm""))'.dependencies]
diff --git a/tokio/src/net/unix/socketaddr.rs b/tokio/src/net/unix/socketaddr.rs
index 48f7b96b8c2..62ed4294d45 100644
--- a/tokio/src/net/unix/socketaddr.rs
+++ b/tokio/src/net/unix/socketaddr.rs
@@ -2,7 +2,7 @@ use std::fmt;
 use std::path::Path;
 
 /// An address associated with a Tokio Unix socket.
-pub struct SocketAddr(pub(super) mio::net::SocketAddr);
+pub struct SocketAddr(pub(super) std::os::unix::net::SocketAddr);
 
 impl SocketAddr {
     /// Returns `true` if the address is unnamed.
",ok,APPROVE,tokio-rs/tokio,6635
"diff --git a/tokio/Cargo.toml b/tokio/Cargo.toml
index 4101d250df1..9efba08c6c7 100644
--- a/tokio/Cargo.toml
+++ b/tokio/Cargo.toml
@@ -92,7 +92,7 @@ pin-project-lite = ""0.2.11""
 
 # Everything else is optional...
 bytes = { version = ""1.0.0"", optional = true }
-mio = { version = ""0.8.9"", optional = true, default-features = false }
+mio = { version = ""1.0.0"", optional = true, default-features = false }
 parking_lot = { version = ""0.12.0"", optional = true }
 
 [target.'cfg(not(target_family = ""wasm""))'.dependencies]
diff --git a/tokio/src/net/unix/socketaddr.rs b/tokio/src/net/unix/socketaddr.rs
index 48f7b96b8c2..62ed4294d45 100644
--- a/tokio/src/net/unix/socketaddr.rs
+++ b/tokio/src/net/unix/socketaddr.rs
@@ -2,7 +2,7 @@ use std::fmt;
 use std::path::Path;
 
 /// An address associated with a Tokio Unix socket.
-pub struct SocketAddr(pub(super) mio::net::SocketAddr);
+pub struct SocketAddr(pub(super) std::os::unix::net::SocketAddr);
 
 impl SocketAddr {
     /// Returns `true` if the address is unnamed.
",bug,REQUEST_CHANGES,tokio-rs/tokio,6635
"diff --git a/examples/dump.rs b/examples/dump.rs
index c7ece458ff8..6f744713f7c 100644
--- a/examples/dump.rs
+++ b/examples/dump.rs
@@ -1,3 +1,5 @@
+#![allow(unknown_lints, unexpected_cfgs)]
+
 //! This example demonstrates tokio's experimental task dumping functionality.
 //! This application deadlocks. Input CTRL+C to display traces of each task, or
 //! input CTRL+C twice within 1 second to quit.
diff --git a/tokio-macros/src/lib.rs b/tokio-macros/src/lib.rs
index b5d31c7f6dc..29ea2867cff 100644
--- a/tokio-macros/src/lib.rs
+++ b/tokio-macros/src/lib.rs
@@ -211,6 +211,7 @@ use proc_macro::TokenStream;
 /// This option is only compatible with the `current_thread` runtime.
 ///
 /// ```no_run
+/// # #![allow(unknown_lints, unexpected_cfgs)]
 /// #[cfg(tokio_unstable)]
 /// #[tokio::main(flavor = ""current_thread"", unhandled_panic = ""shutdown_runtime"")]
 /// async fn main() {
@@ -225,6 +226,7 @@ use proc_macro::TokenStream;
 /// Equivalent code not using `#[tokio::main]`
 ///
 /// ```no_run
+/// # #![allow(unknown_lints, unexpected_cfgs)]
 /// #[cfg(tokio_unstable)]
 /// fn main() {
 ///     tokio::runtime::Builder::new_current_thread()
@@ -478,6 +480,7 @@ pub fn main_rt(args: TokenStream, item: TokenStream) -> TokenStream {
 /// This option is only compatible with the `current_thread` runtime.
 ///
 /// ```no_run
+/// # #![allow(unknown_lints, unexpected_cfgs)]
 /// #[cfg(tokio_unstable)]
 /// #[tokio::test(flavor = ""current_thread"", unhandled_panic = ""shutdown_runtime"")]
 /// async fn my_test() {
@@ -492,6 +495,7 @@ pub fn main_rt(args: TokenStream, item: TokenStream) -> TokenStream {
 /// Equivalent code not using `#[tokio::test]`
 ///
 /// ```no_run
+/// # #![allow(unknown_lints, unexpected_cfgs)]
 /// #[cfg(tokio_unstable)]
 /// #[test]
 /// fn my_test() {
diff --git a/tokio/src/runtime/tests/queue.rs b/tokio/src/runtime/tests/queue.rs
index f463355f0d3..c4d4a1b8642 100644
--- a/tokio/src/runtime/tests/queue.rs
+++ b/tokio/src/runtime/tests/queue.rs
@@ -273,6 ",ok,APPROVE,tokio-rs/tokio,6725
"diff --git a/examples/Cargo.toml b/examples/Cargo.toml
index d1a70dbc774..f9077c2eb28 100644
--- a/examples/Cargo.toml
+++ b/examples/Cargo.toml
@@ -27,6 +27,9 @@ rand = ""0.8.3""
 [target.'cfg(windows)'.dev-dependencies.windows-sys]
 version = ""0.52""
 
+[lints.rust]
+unexpected_cfgs = { level = ""warn"", check-cfg = ['cfg(tokio_unstable)', 'cfg(tokio_taskdump)'] }
+
 [[example]]
 name = ""chat""
 path = ""chat.rs""
diff --git a/tokio/src/runtime/tests/queue.rs b/tokio/src/runtime/tests/queue.rs
index f463355f0d3..c4d4a1b8642 100644
--- a/tokio/src/runtime/tests/queue.rs
+++ b/tokio/src/runtime/tests/queue.rs
@@ -273,6 +273,7 @@ fn stress2() {
     }
 }
 
+#[allow(dead_code)]
 struct Runtime;
 
 impl Schedule for Runtime {
",style,REQUEST_CHANGES,tokio-rs/tokio,6725
"diff --git a/tokio/src/runtime/blocking/pool.rs b/tokio/src/runtime/blocking/pool.rs
index 8bd44278e2a..f8466a19bd9 100644
--- a/tokio/src/runtime/blocking/pool.rs
+++ b/tokio/src/runtime/blocking/pool.rs
@@ -299,12 +299,11 @@ impl Spawner {
         F: FnOnce() -> R + Send + 'static,
         R: Send + 'static,
     {
-        let (join_handle, spawn_result) =
-            if cfg!(debug_assertions) && std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
-                self.spawn_blocking_inner(Box::new(func), Mandatory::NonMandatory, None, rt)
-            } else {
-                self.spawn_blocking_inner(func, Mandatory::NonMandatory, None, rt)
-            };
+        let (join_handle, spawn_result) = if std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
+            self.spawn_blocking_inner(Box::new(func), Mandatory::NonMandatory, None, rt)
+        } else {
+            self.spawn_blocking_inner(func, Mandatory::NonMandatory, None, rt)
+        };
 
         match spawn_result {
             Ok(()) => join_handle,
@@ -327,7 +326,7 @@ impl Spawner {
             F: FnOnce() -> R + Send + 'static,
             R: Send + 'static,
         {
-            let (join_handle, spawn_result) = if cfg!(debug_assertions) && std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
+            let (join_handle, spawn_result) = if std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
                 self.spawn_blocking_inner(
                     Box::new(func),
                     Mandatory::Mandatory,
diff --git a/tokio/src/runtime/handle.rs b/tokio/src/runtime/handle.rs
index 64bc540c664..7e3cd1504e5 100644
--- a/tokio/src/runtime/handle.rs
+++ b/tokio/src/runtime/handle.rs
@@ -189,7 +189,7 @@ impl Handle {
         F: Future + Send + 'static,
         F::Output: Send + 'static,
     {
-        if cfg!(debug_assertions) && std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
+        if std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
             self.spawn_named(Box::pin(future),",ok,APPROVE,tokio-rs/tokio,6826
"diff --git a/tokio/src/runtime/blocking/pool.rs b/tokio/src/runtime/blocking/pool.rs
index 8bd44278e2a..f8466a19bd9 100644
--- a/tokio/src/runtime/blocking/pool.rs
+++ b/tokio/src/runtime/blocking/pool.rs
@@ -299,12 +299,11 @@ impl Spawner {
         F: FnOnce() -> R + Send + 'static,
         R: Send + 'static,
     {
-        let (join_handle, spawn_result) =
-            if cfg!(debug_assertions) && std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
-                self.spawn_blocking_inner(Box::new(func), Mandatory::NonMandatory, None, rt)
-            } else {
-                self.spawn_blocking_inner(func, Mandatory::NonMandatory, None, rt)
-            };
+        let (join_handle, spawn_result) = if std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
+            self.spawn_blocking_inner(Box::new(func), Mandatory::NonMandatory, None, rt)
+        } else {
+            self.spawn_blocking_inner(func, Mandatory::NonMandatory, None, rt)
+        };
 
         match spawn_result {
             Ok(()) => join_handle,
@@ -327,7 +326,7 @@ impl Spawner {
             F: FnOnce() -> R + Send + 'static,
             R: Send + 'static,
         {
-            let (join_handle, spawn_result) = if cfg!(debug_assertions) && std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
+            let (join_handle, spawn_result) = if std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
                 self.spawn_blocking_inner(
                     Box::new(func),
                     Mandatory::Mandatory,
diff --git a/tokio/src/runtime/handle.rs b/tokio/src/runtime/handle.rs
index 64bc540c664..7e3cd1504e5 100644
--- a/tokio/src/runtime/handle.rs
+++ b/tokio/src/runtime/handle.rs
@@ -189,7 +189,7 @@ impl Handle {
         F: Future + Send + 'static,
         F::Output: Send + 'static,
     {
-        if cfg!(debug_assertions) && std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
+        if std::mem::size_of::<F>() > BOX_FUTURE_THRESHOLD {
             self.spawn_named(Box::pin(future),",performance,REQUEST_CHANGES,tokio-rs/tokio,6826
"diff --git a/spellcheck.dic b/spellcheck.dic
index 83b9d684dcb..23c54b54ad0 100644
--- a/spellcheck.dic
+++ b/spellcheck.dic
@@ -1,4 +1,4 @@
-286
+287
 &
 +
 <
@@ -152,6 +152,7 @@ metadata
 mio
 Mio
 mio's
+miri
 misconfigured
 mock's
 mpmc
diff --git a/tokio/src/runtime/io/driver.rs b/tokio/src/runtime/io/driver.rs
index 0f7b1e57acb..5b97a8802de 100644
--- a/tokio/src/runtime/io/driver.rs
+++ b/tokio/src/runtime/io/driver.rs
@@ -168,8 +168,7 @@ impl Driver {
                 self.signal_ready = true;
             } else {
                 let ready = Ready::from_mio(event);
-                // Use std::ptr::from_exposed_addr when stable
-                let ptr: *const ScheduledIo = token.0 as *const _;
+                let ptr = super::EXPOSE_IO.from_exposed_addr(token.0);
 
                 // Safety: we ensure that the pointers used as tokens are not freed
                 // until they are both deregistered from mio **and** we know the I/O
diff --git a/tokio/src/runtime/io/mod.rs b/tokio/src/runtime/io/mod.rs
index e7c721dfb3b..404359bf528 100644
--- a/tokio/src/runtime/io/mod.rs
+++ b/tokio/src/runtime/io/mod.rs
@@ -14,3 +14,6 @@ use scheduled_io::ScheduledIo;
 
 mod metrics;
 use metrics::IoDriverMetrics;
+
+use crate::util::ptr_expose::PtrExposeDomain;
+static EXPOSE_IO: PtrExposeDomain<ScheduledIo> = PtrExposeDomain::new();
diff --git a/tokio/src/runtime/io/registration_set.rs b/tokio/src/runtime/io/registration_set.rs
index 1a8bd09c310..9b2f3f13c43 100644
--- a/tokio/src/runtime/io/registration_set.rs
+++ b/tokio/src/runtime/io/registration_set.rs
@@ -115,6 +115,7 @@ impl RegistrationSet {
     // This function is marked as unsafe, because the caller must make sure that
     // `io` is part of the registration set.
     pub(super) unsafe fn remove(&self, synced: &mut Synced, io: &ScheduledIo) {
+        super::EXPOSE_IO.unexpose_provenance(io);
         let _ = synced.registrations.remove(io.into());
     }
 }
diff --git a/tokio/src/runtime/io/scheduled_io",ok,APPROVE,tokio-rs/tokio,6859
"diff --git a/spellcheck.dic b/spellcheck.dic
index 83b9d684dcb..23c54b54ad0 100644
--- a/spellcheck.dic
+++ b/spellcheck.dic
@@ -1,4 +1,4 @@
-286
+287
 &
 +
 <
@@ -152,6 +152,7 @@ metadata
 mio
 Mio
 mio's
+miri
 misconfigured
 mock's
 mpmc
diff --git a/tokio/src/runtime/io/driver.rs b/tokio/src/runtime/io/driver.rs
index 0f7b1e57acb..5b97a8802de 100644
--- a/tokio/src/runtime/io/driver.rs
+++ b/tokio/src/runtime/io/driver.rs
@@ -168,8 +168,7 @@ impl Driver {
                 self.signal_ready = true;
             } else {
                 let ready = Ready::from_mio(event);
-                // Use std::ptr::from_exposed_addr when stable
-                let ptr: *const ScheduledIo = token.0 as *const _;
+                let ptr = super::EXPOSE_IO.from_exposed_addr(token.0);
 
                 // Safety: we ensure that the pointers used as tokens are not freed
                 // until they are both deregistered from mio **and** we know the I/O
diff --git a/tokio/src/runtime/io/mod.rs b/tokio/src/runtime/io/mod.rs
index e7c721dfb3b..404359bf528 100644
--- a/tokio/src/runtime/io/mod.rs
+++ b/tokio/src/runtime/io/mod.rs
@@ -14,3 +14,6 @@ use scheduled_io::ScheduledIo;
 
 mod metrics;
 use metrics::IoDriverMetrics;
+
+use crate::util::ptr_expose::PtrExposeDomain;
+static EXPOSE_IO: PtrExposeDomain<ScheduledIo> = PtrExposeDomain::new();
diff --git a/tokio/src/runtime/io/registration_set.rs b/tokio/src/runtime/io/registration_set.rs
index 1a8bd09c310..9b2f3f13c43 100644
--- a/tokio/src/runtime/io/registration_set.rs
+++ b/tokio/src/runtime/io/registration_set.rs
@@ -115,6 +115,7 @@ impl RegistrationSet {
     // This function is marked as unsafe, because the caller must make sure that
     // `io` is part of the registration set.
     pub(super) unsafe fn remove(&self, synced: &mut Synced, io: &ScheduledIo) {
+        super::EXPOSE_IO.unexpose_provenance(io);
         let _ = synced.registrations.remove(io.into());
     }
 }
diff --git a/tokio/src/runtime/io/scheduled_io",bug,REQUEST_CHANGES,tokio-rs/tokio,6859
"diff --git a/spellcheck.dic b/spellcheck.dic
index f368d2d7214..519d4547828 100644
--- a/spellcheck.dic
+++ b/spellcheck.dic
@@ -34,7 +34,7 @@ adaptor
 adaptors
 Adaptors
 AIO
-ambiant
+ambient
 amongst
 api
 APIs
diff --git a/tokio-util/CHANGELOG.md b/tokio-util/CHANGELOG.md
index da0c45dd97f..28314bba145 100644
--- a/tokio-util/CHANGELOG.md
+++ b/tokio-util/CHANGELOG.md
@@ -135,7 +135,7 @@ This release contains one performance improvement:
 [#5630]: https://github.com/tokio-rs/tokio/pull/5630
 [#5632]: https://github.com/tokio-rs/tokio/pull/5632
 
-# 0.7.7 (February 12, 2023)
+# 0.7.7 (February 12th, 2023)
 
 This release reverts the removal of the `Encoder` bound on the `FramedParts`
 constructor from [#5280] since it turned out to be a breaking change. ([#5450])
diff --git a/tokio/CHANGELOG.md b/tokio/CHANGELOG.md
index f7f45924875..99bca9dba57 100644
--- a/tokio/CHANGELOG.md
+++ b/tokio/CHANGELOG.md
@@ -37,7 +37,7 @@
 [#6938]: https://github.com/tokio-rs/tokio/pull/6938
 [#6944]: https://github.com/tokio-rs/tokio/pull/6944
 
-# 1.41.0 (Oct 22th, 2024)
+# 1.41.0 (Oct 22nd, 2024)
 
 ### Added
 
diff --git a/tokio/src/runtime/task/trace/mod.rs b/tokio/src/runtime/task/trace/mod.rs
index bb411f42d72..a487fea124c 100644
--- a/tokio/src/runtime/task/trace/mod.rs
+++ b/tokio/src/runtime/task/trace/mod.rs
@@ -24,7 +24,7 @@ use super::{Notified, OwnedTasks, Schedule};
 type Backtrace = Vec<BacktraceFrame>;
 type SymbolTrace = Vec<Symbol>;
 
-/// The ambiant backtracing context.
+/// The ambient backtracing context.
 pub(crate) struct Context {
     /// The address of [`Trace::root`] establishes an upper unwinding bound on
     /// the backtraces in `Trace`.
",ok,APPROVE,tokio-rs/tokio,7018
"diff --git a/spellcheck.dic b/spellcheck.dic
index f368d2d7214..519d4547828 100644
--- a/spellcheck.dic
+++ b/spellcheck.dic
@@ -34,7 +34,7 @@ adaptor
 adaptors
 Adaptors
 AIO
-ambiant
+ambient
 amongst
 api
 APIs
diff --git a/tokio-util/CHANGELOG.md b/tokio-util/CHANGELOG.md
index da0c45dd97f..28314bba145 100644
--- a/tokio-util/CHANGELOG.md
+++ b/tokio-util/CHANGELOG.md
@@ -135,7 +135,7 @@ This release contains one performance improvement:
 [#5630]: https://github.com/tokio-rs/tokio/pull/5630
 [#5632]: https://github.com/tokio-rs/tokio/pull/5632
 
-# 0.7.7 (February 12, 2023)
+# 0.7.7 (February 12th, 2023)
 
 This release reverts the removal of the `Encoder` bound on the `FramedParts`
 constructor from [#5280] since it turned out to be a breaking change. ([#5450])
diff --git a/tokio/CHANGELOG.md b/tokio/CHANGELOG.md
index f7f45924875..99bca9dba57 100644
--- a/tokio/CHANGELOG.md
+++ b/tokio/CHANGELOG.md
@@ -37,7 +37,7 @@
 [#6938]: https://github.com/tokio-rs/tokio/pull/6938
 [#6944]: https://github.com/tokio-rs/tokio/pull/6944
 
-# 1.41.0 (Oct 22th, 2024)
+# 1.41.0 (Oct 22nd, 2024)
 
 ### Added
 
",bug,REQUEST_CHANGES,tokio-rs/tokio,7018
